Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2016,4,25,5474.50170263881,5329.8390349086,5162.8961374361,5049.00645865853,4998.77182659497,4943.29542527506,4966.65828738411,4978.0242706241,4994.82704572112,4985.38694857221,4996.76883182651,5002.34099537197,4946.07215515088,4903.13695273052,4728.79156513045,4551.41777992801,4363.72733715238,4208.51582811962,4685.28862505771,4544.1732402731,4409.04602475469,4314.33623531331,4288.83551128753,4355.26394996857,4399.72440002225,4481.83500692266,4578.07548954714,4691.4047645424,4304.46427547513,4496.34344277172,4810.63605378443,5093.62411791505,5455.67728316672,5774.92074355222,6034.47861596133,6256.08732506106,6343.16974307711,6346.66970869024,6249.64796668002,6193.67546791864,6127.55083466127,5992.25173923926,5911.93930166738,5838.89999599419,5783.12671502633,5677.24592142557,5588.49238812551,5483.18164873078
2016,4,26,5324.26254551428,5217.8961292949,5101.19523637402,5014.19297286677,4933.16495938348,4897.38807668933,4851.96009020333,4825.57998430978,4821.43511816201,4839.29987625001,4873.83909993291,4892.8770603612,4823.44754246845,4768.89192308913,4602.6321932016,4472.7424513678,4327.11844642497,4782.04202136127,4679.61383636118,4529.67306972977,4354.82603417559,4232.25123671205,4150.102225,4161.80529294286,4280.69980101083,4361.11437335615,4349.87402232373,4428.84319950754,4676.55338534387,4335.43334490833,4645.44458329357,4948.65289337968,5370.38114510442,5734.26370753519,6044.82734547999,6325.28379790008,6420.15016535684,6406.12383364336,6297.49453537399,6203.36525539156,6164.15268383048,6035.89632332365,5912.13163401588,5813.59549401068,5698.83520216722,5567.16493289612,5490.8178975713,5415.06943185958
2016,4,27,5284.27273330014,5167.71515810582,5027.10558659011,4927.9657654988,4853.61633107973,4799.73867562894,5159.21625629735,4793.82746541392,4847.23708925291,4946.31009139561,5150.23606477529,5325.16499223111,5577.58411890318,5737.30820224843,5736.86780855608,5561.64916397574,5229.69636550219,4998.59881853148,4800.05509341893,4626.13185570794,4475.76250472184,4412.58454874004,4379.49212160511,4403.76469196697,4440.71899191377,4518.77704673329,4651.61421320117,4806.56867522069,4999.85494368737,5159.33533672158,5439.6583704614,5718.42221406447,6089.5373511907,6391.67360224796,6621.34509285983,6801.86436970808,6803.85513378171,6781.95138403117,6632.58029361724,6550.08659150042,6509.14554479021,6363.85698795629,6215.42005450657,6071.98801407382,5917.36723299513,5794.0084672689,5688.01589728301,5586.60392905721
2016,4,28,5423.97609108606,5282.47221535444,5145.29319253779,5048.06898564972,4967.47167217502,4905.62169036647,4884.96713519837,4899.34477587264,4949.87805258999,5046.13513756671,5210.74151158845,5397.85530094463,5626.04971194494,5836.98618414483,5767.17795325872,5606.58785178426,5304.96427487383,5027.70278333157,4819.71607644871,4683.73638083891,4555.65871792421,4535.72204939761,4616.83664239494,4845.99662110164,5261.27349516497,5404.87146836929,5104.07606991556,4966.68965248023,5099.67854004696,5253.36332621166,5486.87126557285,5744.21104273983,6058.81982754252,6346.93311136061,6569.07068129214,6781.97454063293,6767.71396461671,6758.35495840218,6645.93488757627,6569.23549919837,6497.99625230421,6338.59246904642,6207.6635304899,6089.35060196977,5942.16934692851,5810.57914654025,5708.29458722467,5597.49942077948
2016,4,29,5418.7461165843,5292.00039089411,5143.62246636764,5021.57853383692,4954.84676683424,4914.02066894909,4891.65839650449,4914.75855108994,4975.3342356152,5059.84505064408,5236.77552718091,5423.22868975438,5658.48893065682,5907.54201168075,5914.01082093855,5778.88708724658,5473.15780238299,5227.47719474961,5052.7184367892,4900.60579339422,4898.0596890109,4979.38496534811,5053.73783456436,5112.65635097436,5104.29497864184,5102.1229663086,5290.64877063151,5426.06515369229,5436.96655265996,5481.45521125576,5673.5858783342,5899.31036533694,6157.95839461298,6420.94791678291,6608.55171232235,6775.82887567801,6821.56329961332,6835.65903670407,6726.81748627093,6663.24893349482,6600.98002329269,6439.44954389709,6289.15638894096,6165.80117613572,6035.074000869,5894.97844114496,5786.50806438074,5686.17588399777
2016,4,30,5508.50704605711,5353.31953766764,5199.73751872338,5095.83070142798,5058.3523155367,5006.51814833701,5006.98911159532,5010.35544429446,5058.34416608603,5139.99033544122,5291.57153265253,5485.50317337075,5848.94606933973,6158.03603152105,6293.86892935918,6300.58257757493,6263.27132189023,6205.55661543176,6161.13722325032,6055.45726783978,5979.20186927458,5901.82519469993,5863.59559830424,5889.12783057188,5948.93186325534,5947.18404050054,5984.61521362623,6018.16494321966,6124.25750819805,6155.02405202898,6236.66886153217,6407.66997583121,6621.37427932096,6840.01915616707,7044.79534572939,7122.03611989203,7126.70645100269,7093.15068020994,6942.7564759657,6863.54320860619,6822.42091256493,6634.75390086131,6450.00541301927,6267.60408010116,6147.96008969387,5994.71961922123,5876.16920679635,5724.42987431043
2016,5,1,5543.05788574634,5391.44614123431,5231.26913699737,5113.20470576031,5090.79117263661,5060.33794217493,5000.28156762582,5031.1620715358,5077.5928504851,5165.67226114128,5334.26749073272,5506.1762816863,5805.06363022221,6114.60150807614,6242.24798102481,6256.2588313386,6272.33828790178,6245.67325151932,6249.50169604768,6225.89654804527,6094.73196039102,6007.89960661773,6037.50829554961,6117.02821738669,6206.69259709575,6179.20755025576,6091.82123800577,6189.99533027715,6306.51726224354,6315.67132160303,6436.9065232414,6607.68345196852,6784.30784076142,6968.97090158374,6993.06654934699,6968.86244189422,6869.61917647388,6851.53406134897,6751.10956297625,6720.59468172499,6644.05908589527,6504.21577967565,6322.9635677626,6187.60583443631,6098.45505400019,5990.99672634402,5865.36468742497,5711.12190822373
2016,5,2,5526.20856317335,5372.93374686784,5242.96646929054,5125.44676623195,5033.76792134841,4995.03880677816,4960.49575731665,4927.27043032782,4953.90184827216,4974.0462672897,5011.94494500057,5051.37301238193,5052.39729247791,5079.72996998226,5005.94767382012,4902.66678718014,4785.00708142166,4717.50002006485,4634.40331274084,4500.19418370527,4370.07695980704,4283.74133266201,4270.35201278083,4247.63387337051,4384.92835908664,4404.24587661566,4311.05160049102,4407.29257532266,4539.22271115692,4731.54595464853,4976.75716493978,5261.625067529,5603.64384544738,5911.42903412539,6181.16162662712,6372.75869527219,6367.85373485817,6347.81574776952,6242.1681707012,6201.41271120997,6198.45998095181,6080.48687455922,6007.55507458174,5947.06092438297,5862.34189881692,5784.72105915682,5658.15106232789,5566.18396254014
2016,5,3,5371.95865487671,5251.58838105547,5132.39959870632,5017.28737597086,4968.25610300998,4898.23280958035,4857.33624221264,4855.35396082193,4858.23982829315,4864.09272301905,4886.93724978404,4934.99060211251,4918.73027004984,4912.90048011141,4811.94774562398,4768.2283754551,4712.98500395524,4667.0194957414,4606.58101884642,4542.72875211076,4342.63064561135,4221.68311245956,4725.95486971977,4219.82519503875,4484.63824401568,4637.66930601227,4610.97223568751,4696.2515282078,4782.39112145267,4888.98063172013,5156.79170263985,5418.76906502745,5739.43694772464,5998.87204539333,6249.34486546712,6434.48950526808,6468.45475934953,6476.22042971556,6344.67213344111,6301.4698142495,6260.95873530022,6158.6940732075,6017.03378114693,5864.60920531803,5768.91058374671,5671.31163372313,5587.32966816082,5483.92133430926
2016,5,4,5348.38460937485,5233.56114331094,5113.43687199167,5013.65761346424,4980.2034726952,4909.97297551483,4890.32778241561,4879.43343243095,4926.22868131188,5011.35572111172,5213.04989281989,5392.2105090286,5615.34315245354,5830.60574300428,5838.01050450874,5690.81709169448,5424.67861135731,5223.66017886701,5067.95314775186,4938.88679212553,4785.55428794727,4731.73267148962,4717.73811711036,4773.83694268491,5048.68071377618,5159.40948563673,5069.72736089398,5202.96865085914,5381.62226693758,5574.9982722277,5790.77070352764,6047.6205319047,6370.18613436171,6654.65246521001,6849.38973431283,7022.15154728473,6992.1372395714,6928.96792827548,6789.22883459003,6732.00804350762,6695.13814810987,6500.72254656107,6342.74633139529,6217.32473287841,6086.4785701056,5990.83977678526,5862.58442233267,5678.90687669329
