Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
2019,7,1,5038.04626121252,4893.29844189646,4812.51051624521,5089.69987594833,5034.01026292241,5015.95258413751,5016.32365584147,5017.7865653355,5081.58438225379,4839.41391444175,5027.44699037329,5229.01774290623,5506.25107679711,5804.01959243038,6039.15477304362,6109.78470115839,6035.61519119736,5885.93068709945,5684.23463881004,5516.25961472952,5433.45611082172,5360.46730923923,5330.71349560117,5305.64847902414,5329.59757438257,5400.47192881659,5439.43477228116,5506.08705627444,5636.09982387771,5662.02923479338,5740.97950736559,5931.24914941348,6129.9547201545,6390.69130665198,6703.68351211859,6868.66666175258,6840.7074866765,6817.23987496432,6681.60459368484,6588.71740686151,6491.45848704874,6327.18418414303,6135.31251092893,5992.60311026537,5887.34192986369,5827.33636104972,5644.42439602963,5427.16559573726
2019,7,2,5189.5764486259,5064.38103349811,4964.56949684249,4901.25831332571,4835.90424816391,4785.70764462985,4780.55472505623,4793.4806066987,4839.99011290466,4938.07403760268,5145.4393091012,5346.86568129525,5659.35494021942,5935.31021979408,6088.3335671824,6039.26607918159,5876.13004926285,5667.97753419375,5456.83385432097,5259.77787375827,5074.12920649702,4960.25851063542,4894.67761652719,4838.01284760151,4840.2722219357,4896.82831284278,5064.23557129729,5189.40323286886,5256.94059572724,5361.37767707665,5511.32870534305,5696.26137197996,5953.40201023921,6218.17581762579,6556.13417031798,6815.63033554303,6864.57969734895,6891.37623600428,6770.3295322214,6639.75717461226,6581.06141872396,6403.54324828926,6228.33649466168,6075.69646257968,5950.05834574391,5859.26049895143,5632.48293495302,5396.44924836836
2019,7,3,5195.54693837388,5056.40447355971,4926.41928180191,4822.54398925864,4813.11105207287,4770.64067045916,5105.76572236071,4777.97291701525,4835.23843611313,4932.260383914,5107.65547531602,5315.03194367271,5624.21362343651,5853.28398766781,6058.53658193522,6069.64725269588,5879.40455816329,5701.71228847991,5507.30623331281,5317.00204357402,5242.65690620807,5229.351186283,5152.86935072981,5068.66285225339,5004.72863378408,4939.80462599467,4976.88573260663,5050.19819647259,5176.37664857939,5338.87247388474,5500.06641783222,5678.89193796046,5929.03672485528,6196.37629357692,6458.50666413565,6690.88545656136,6717.55800329564,6717.15935242858,6590.87052730795,6509.86097988099,6433.99146463537,6254.80832530928,6092.33118451883,5955.25347839574,5840.54107447129,5706.55257692518,5514.89423686425,5263.79863291409
2019,7,4,5053.06127733634,4917.82933503004,4820.26199616173,5106.35220208186,5046.75800600926,5014.89530919308,5027.90413554025,5042.43648484418,5110.55288250194,4852.19332220459,5058.06771832204,5248.43085945677,5526.68808343656,5788.72681517619,5966.78369026681,6000.58180704995,5908.46171343043,5760.67107124331,5676.06732044412,5638.81844910209,5561.81375347136,5496.16451935582,5388.81846129376,5368.82549938757,5362.51218889215,5424.23637791766,5454.06984737983,5509.18723219774,5631.96582054221,5676.25846120541,5766.15460885756,5876.02188114597,6031.25736989858,6274.0498647874,6514.95256328127,6715.81726212195,6728.773367947,6729.73043054989,6630.61568166995,6540.06534292723,6466.05745557218,6297.97231546703,6137.18632168538,5955.2489199588,5833.36047552792,5744.25500221849,5520.21863888489,5312.09089202846
2019,7,5,5108.48930242517,4961.65302109375,4820.56478587653,5104.85520731418,5057.55431548223,5030.36163981343,4999.11979631864,5027.04786226362,5084.3945702206,4836.23463899662,4989.24748693092,5177.63319941672,5451.64555905307,5691.60514182623,5866.97441175526,5924.16238231778,5873.86713988277,5789.60757700891,5730.34559340838,5719.12102639137,5656.49323942179,5578.11682909699,5446.98315786496,5431.18522740259,5548.37702359654,5448.27001130681,5361.41448287801,5432.33173019254,5548.29797828394,5560.89808926198,5729.82794683172,5895.19463670866,6032.73425113549,6230.69291991942,6401.93923653594,6505.41631212714,6466.98607078698,6474.27168007774,6390.64465386614,6330.2294780497,6239.21355238347,6085.99229403902,5966.08687468503,5838.69462400498,5740.29855630613,5715.56777768112,5529.70704734161,5304.31908804262
2019,7,6,5096.6847937659,4958.26004153323,4848.69878291998,5094.67524610981,5063.37934536441,5024.1889227031,5021.55405317806,5003.69009442269,4981.86018399127,5059.89472334387,4781.49021708756,4869.84005135105,5015.79958086929,5125.68873596417,5157.31130455491,5267.89334284456,5416.39310456525,5472.55651618626,5504.84799417252,5432.8771557232,5378.74101350693,5336.50924998566,5192.12853808936,5100.4876710664,5128.9469480324,5214.2634903264,5286.88062219648,5216.14387377951,5116.78484123958,5137.55584710342,5248.68498104226,5381.07232043157,5561.77423600848,5832.98946561338,6104.61936853826,6269.33963390937,6290.40379063687,6270.75727492354,6135.19320007433,6086.8570960344,6046.46014038809,5903.42221503471,5799.18342498103,5729.486567849,5668.97256801104,5645.19085557091,5483.70911259658,5269.34764832507
2019,7,7,5096.48641698677,4944.9842963599,4828.28898452393,5103.19513134764,5032.58129891857,5013.47109687211,5001.70046127733,4966.4488837704,4978.69056237795,5048.30390636994,5114.37092400429,4816.41865044258,4938.45184104622,5052.91988819205,5124.87684503235,5143.81253794128,5088.27537122146,5012.59649425961,4856.58443093217,4709.87828734075,4542.95047755481,4376.31926258171,4240.64003262668,4164.89752315292,4468.03700319011,4489.42740335264,4514.32686968745,4243.13074410825,4339.27984245776,4481.13111717521,4749.87192510989,5016.57022432925,5380.52060472366,5783.92225028213,6245.75224561816,6585.94554128863,6705.03010570396,6723.82176667453,6612.72584575133,6575.45188792848,6497.05323049443,6325.559709006,6157.92133106951,6021.80279163329,5882.32709732085,5791.09688501069,5585.32612668119,5383.00340448952
2019,7,8,5156.81590517566,5023.66822760854,4918.64181293941,4854.16202052756,4798.85378297068,5116.6008384698,4789.32179281623,4818.99298842899,4913.87131298253,5048.43249433693,5279.74481748435,5540.70367609067,5924.15671706621,6270.44675830478,6469.86482855858,6424.3657418586,6225.28892443505,5912.21901880382,5623.64839711417,5307.16040944323,5095.10102095856,4925.96462233507,4798.48607738254,4729.14767402976,4674.41205182314,4696.40829359447,4787.47091630764,4901.48182895509,5066.14007557005,5168.38699507876,5422.76708032205,5636.3652187159,5895.96638890565,6225.84276732947,6665.49955425287,7009.10839534834,7127.57910344547,7149.17037529949,7039.67600184978,6944.67934886222,6880.1499156714,6688.75602903644,6500.89286352807,6307.27878971323,6110.95995881561,5980.48334613549,5736.89186034615,5514.2826543003
2019,7,9,5288.25398465702,5123.5586519143,4996.50438607907,4903.28633052705,4864.52563744667,4847.09906437192,4843.28321273843,4857.29694995794,4922.99424051395,5057.0595513369,5292.12305037745,5579.96801041307,5936.83223878716,6265.42628815321,6528.35100231608,6515.98868661151,6360.9820467528,6133.85444432805,5817.12763455859,5490.03816481166,5254.99489394623,5064.35808738484,4917.63213481562,4844.19489324136,4846.02451207885,4870.99332681092,4918.07954749111,4983.56449820044,5126.68908263153,5268.00321096649,5422.22504089584,5609.6642105891,5913.23563294832,6286.9666510698,6638.68780777178,6930.56454006395,6992.4628952756,7064.80756934389,6942.42737772622,6872.1721334798,6813.64444160825,6609.81740497958,6447.83413910376,6256.82894438985,6082.71180440692,5955.37088663466,5738.72064929621,5504.31662852454
2019,7,10,5270.13661419765,5079.08479850509,4957.17222612486,4888.59268938834,4831.19963266867,4827.46210367783,4808.11658648319,4820.50616399715,4897.37450086655,5020.77853713733,5274.14750527797,5511.40658614115,5861.91918977511,6194.40808458876,6429.97766272735,6429.36911194744,6239.71601898729,5956.23496048837,5707.52462384424,5510.46478555748,5293.81005189441,5190.03709877821,5157.95545065655,5151.66595066822,5280.34058855677,5399.36276426179,5478.36794363422,5549.59812337215,5678.48778601185,5772.42461806558,5892.48417530931,5996.53990568383,6204.19553671792,6464.21642641287,6801.1987690456,7028.31251315893,7073.25694189549,7092.49673662595,6991.77787461811,6899.79954002287,6794.65835213714,6572.97626065757,6421.85801632146,6246.12813134887,6117.01781275118,6046.57875188815,5791.02607536989,5507.83763418355
